id,title,userName,numViews,numVotes,numComments,numHearts,rank,dateCreated,colors/0,colors/1,colors/2,colors/3,colors/4,description,url,imageUrl,badgeUrl,apiUrl,colorWidths/0,colorWidths/1,colorWidths/2,colorWidths/3,colorWidths/4,colors/5,colors/6,colors/7,colors/8,colors/9,colorWidths/5,colorWidths/6,colorWidths/7,colorWidths/8,colorWidths/9
932683,Compatible,joy_of_summer,212385,4078,127,5,16,2009-08-22 02:38:51,3FB8AF,7FC7AF,DAD8A7,FF9E9D,FF3D7F,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/932683/Compatible,http://www.colourlovers.com/paletteImg/3FB8AF/7FC7AF/DAD8A7/FF9E9D/FF3D7F/Compatible.png,http://www.colourlovers.com/images/badges/pw/932/932683_Compatible.png,http://www.colourlovers.com/api/palette/932683,,,,,,,,,,,,,,,
77121,Good Friends,Yasmino,224602,3658,108,5,13,2007-06-01 14:42:04,D9CEB2,948C75,D5DED9,7A6A53,99B2B7,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/77121/Good_Friends,http://www.colourlovers.com/paletteImg/D9CEB2/948C75/D5DED9/7A6A53/99B2B7/Good_Friends.png,http://www.colourlovers.com/images/badges/p/77/77121_Good_Friends.png,http://www.colourlovers.com/api/palette/77121,,,,,,,,,,,,,,,
359978,w o r d l e s s .,tvr,193227,3574,240,5,14,2008-05-01 15:49:22,FFFFFF,CBE86B,F2E9E1,1C140D,CBE86B,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/359978/w_o_r_d_l_e_s_s_.,http://www.colourlovers.com/paletteImg/FFFFFF/CBE86B/F2E9E1/1C140D/CBE86B/w_o_r_d_l_e_s_s_..png,http://www.colourlovers.com/images/badges/pw/359/359978_w_o_r_d_l_e_s_s_..png,http://www.colourlovers.com/api/palette/359978,,,,,,,,,,,,,,,
444487,Curiosity Killed,Miaka,140480,3395,191,5,15,2008-07-03 18:47:51,EFFFCD,DCE9BE,555152,2E2633,99173C,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/444487/Curiosity_Killed,http://www.colourlovers.com/paletteImg/EFFFCD/DCE9BE/555152/2E2633/99173C/Curiosity_Killed.png,http://www.colourlovers.com/images/badges/pw/444/444487_Curiosity_Killed.png,http://www.colourlovers.com/api/palette/444487,,,,,,,,,,,,,,,
482774,dream magnet,lagunabeach,247264,3322,205,0,17,2008-08-01 19:26:37,343838,005F6B,008C9E,00B4CC,00DFFC,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/482774/dream_magnet,http://www.colourlovers.com/paletteImg/343838/005F6B/008C9E/00B4CC/00DFFC/dream_magnet.png,http://www.colourlovers.com/images/badges/pw/482/482774_dream_magnet.png,http://www.colourlovers.com/api/palette/482774,,,,,,,,,,,,,,,
723615,clairedelune,lovelyrita,106768,3229,183,5,18,2009-02-26 21:33:49,413E4A,73626E,B38184,F0B49E,F7E4BE,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/723615/clairedelune,http://www.colourlovers.com/paletteImg/413E4A/73626E/B38184/F0B49E/F7E4BE/clairedelune.png,http://www.colourlovers.com/images/badges/p/723/723615_clairedelune.png,http://www.colourlovers.com/api/palette/723615,,,,,,,,,,,,,,,
937624,Dance To Forget,joy_of_summer,193108,2976,60,5,20,2009-08-27 03:25:37,FF4E50,FC913A,F9D423,EDE574,E1F5C4,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/937624/Dance_To_Forget,http://www.colourlovers.com/paletteImg/FF4E50/FC913A/F9D423/EDE574/E1F5C4/Dance_To_Forget.png,http://www.colourlovers.com/images/badges/pw/937/937624_Dance_To_Forget.png,http://www.colourlovers.com/api/palette/937624,,,,,,,,,,,,,,,
1098589,coup de grâce,pseudonympho,109400,2929,64,4.5,19,2010-02-04 18:22:24,99B898,FECEA8,FF847C,E84A5F,2A363B,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/1098589/coup_de_grâce,http://www.colourlovers.com/paletteImg/99B898/FECEA8/FF847C/E84A5F/2A363B/coup_de_grâce.png,http://www.colourlovers.com/images/badges/pw/1098/1098589_coup_de_grce.png,http://www.colourlovers.com/api/palette/1098589,,,,,,,,,,,,,,,
953498,Headache,joy_of_summer,146125,2629,38,5,26,2009-09-11 08:20:27,655643,80BCA3,F6F7BD,E6AC27,BF4D28,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/953498/Headache,http://www.colourlovers.com/paletteImg/655643/80BCA3/F6F7BD/E6AC27/BF4D28/Headache.png,http://www.colourlovers.com/images/badges/pw/953/953498_Headache.png,http://www.colourlovers.com/api/palette/953498,,,,,,,,,,,,,,,
46688,fresh cut day,electrikmonk,156966,2611,65,0,24,2007-02-08 23:25:19,00A8C6,40C0CB,F9F2E7,AEE239,8FBE00,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/46688/fresh_cut_day,http://www.colourlovers.com/paletteImg/00A8C6/40C0CB/F9F2E7/AEE239/8FBE00/fresh_cut_day.png,http://www.colourlovers.com/images/badges/p/46/46688_fresh_cut_day.png,http://www.colourlovers.com/api/palette/46688,,,,,,,,,,,,,,,
379413,you are beautiful,Sanguine,107535,2551,87,5,22,2008-05-17 01:20:13,351330,424254,64908A,E8CAA4,CC2A41,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/379413/you_are_beautiful,http://www.colourlovers.com/paletteImg/351330/424254/64908A/E8CAA4/CC2A41/you_are_beautiful.png,http://www.colourlovers.com/images/badges/pw/379/379413_you_are_beautiful.png,http://www.colourlovers.com/api/palette/379413,,,,,,,,,,,,,,,
940086,mystery machine,valeryanaglz,90545,2489,104,5,21,2009-08-29 11:04:04,554236,F77825,D3CE3D,F1EFA5,60B99A,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/940086/mystery_machine,http://www.colourlovers.com/paletteImg/554236/F77825/D3CE3D/F1EFA5/60B99A/mystery_machine.png,http://www.colourlovers.com/images/badges/pw/940/940086_mystery_machine.png,http://www.colourlovers.com/api/palette/940086,,,,,,,,,,,,,,,
944213,forever lost,agia,71985,2405,61,5,33,2009-09-02 04:59:44,5D4157,838689,A8CABA,CAD7B2,EBE3AA,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/944213/forever_lost,http://www.colourlovers.com/paletteImg/5D4157/838689/A8CABA/CAD7B2/EBE3AA/forever_lost.png,http://www.colourlovers.com/images/badges/pw/944/944213_forever_lost.png,http://www.colourlovers.com/api/palette/944213,,,,,,,,,,,,,,,
110225,Vintage Modern,ericaspooner,146662,2313,96,5,27,2007-08-01 11:47:38,8C2318,5E8C6A,88A65E,BFB35A,F2C45A,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/110225/Vintage_Modern,http://www.colourlovers.com/paletteImg/8C2318/5E8C6A/88A65E/BFB35A/F2C45A/Vintage_Modern.png,http://www.colourlovers.com/images/badges/p/110/110225_Vintage_Modern.png,http://www.colourlovers.com/api/palette/110225,,,,,,,,,,,,,,,
131576,Maddening Caravan,manekineko,96498,2311,105,5,28,2007-08-29 19:18:57,FAD089,FF9C5B,F5634A,ED303C,3B8183,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/131576/Maddening_Caravan,http://www.colourlovers.com/paletteImg/FAD089/FF9C5B/F5634A/ED303C/3B8183/Maddening_Caravan.png,http://www.colourlovers.com/images/badges/p/131/131576_Maddening_Caravan.png,http://www.colourlovers.com/api/palette/131576,,,,,,,,,,,,,,,
482416,Wasabi Suicide,Miaka,78121,2259,166,5,25,2008-08-01 14:53:42,FF4242,F4FAD2,D4EE5E,E1EDB9,F0F2EB,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/482416/Wasabi_Suicide,http://www.colourlovers.com/paletteImg/FF4242/F4FAD2/D4EE5E/E1EDB9/F0F2EB/Wasabi_Suicide.png,http://www.colourlovers.com/images/badges/pw/482/482416_Wasabi_Suicide.png,http://www.colourlovers.com/api/palette/482416,,,,,,,,,,,,,,,
1811244,1001 Stories,GabsGiggles,44850,2231,143,0,38,2011-10-19 01:22:54,F8B195,F67280,C06C84,6C5B7B,355C7D,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/1811244/1001_Stories,http://www.colourlovers.com/paletteImg/F8B195/F67280/C06C84/6C5B7B/355C7D/1001_Stories.png,http://www.colourlovers.com/images/badges/pw/1811/1811244_1001_Stories.png,http://www.colourlovers.com/api/palette/1811244,,,,,,,,,,,,,,,
15,tech light,COLOURlover,205984,2176,57,4.5,31,2004-12-29 20:08:40,D1E751,FFFFFF,000000,4DBCE9,26ADE4,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/15/tech_light,http://www.colourlovers.com/paletteImg/D1E751/FFFFFF/000000/4DBCE9/26ADE4/tech_light.png,http://www.colourlovers.com/images/badges/p/0/15_tech_light.png,http://www.colourlovers.com/api/palette/15,,,,,,,,,,,,,,,
871636,A Dream in Color,madmod001,175872,2041,99,5,37,2009-06-25 08:00:12,1B676B,519548,88C425,BEF202,EAFDE6,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/871636/A_Dream_in_Color,http://www.colourlovers.com/paletteImg/1B676B/519548/88C425/BEF202/EAFDE6/A_Dream_in_Color.png,http://www.colourlovers.com/images/badges/pw/871/871636_A_Dream_in_Color.png,http://www.colourlovers.com/api/palette/871636,,,,,,,,,,,,,,,
919313,Papua New Guinea,smitt,110152,1983,45,4.5,35,2009-08-09 11:13:12,5E412F,FCEBB6,78C0A8,F07818,F0A830,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/919313/Papua_New_Guinea,http://www.colourlovers.com/paletteImg/5E412F/FCEBB6/78C0A8/F07818/F0A830/Papua_New_Guinea.png,http://www.colourlovers.com/images/badges/p/919/919313_Papua_New_Guinea.png,http://www.colourlovers.com/api/palette/919313,,,,,,,,,,,,,,,
522000,Storming Psychedelia,Bionic Blender,78221,1981,205,5,30,2008-09-02 07:37:49,BCBDAC,CFBE27,F27435,F02475,3B2D38,"I-MOO
<div style=""width: 300px; text-align: center;""><a href=""http://www.colourlovers.com/contests/moo/minicard/2291466"" target=""_blank"" style=""display: block; margin-bottom: 5px; width: 300px; height: 120px; -moz-box-shadow: 0 1px 4px #d1d1d1; -webkit-box-shadow: 0 1px 4px #d1d1d1; box-shadow: 0 1px 4px #d1d1d1; filter: progid:DXImageTransform.Microsoft.Shadow(Strength=1, Direction=180, Color=",http://www.colourlovers.com/palette/522000/Storming_Psychedelia,http://www.colourlovers.com/paletteImg/BCBDAC/CFBE27/F27435/F02475/3B2D38/Storming_Psychedelia.png,http://www.colourlovers.com/images/badges/p/522/522000_Storming_Psychedelia.png,http://www.colourlovers.com/api/palette/522000,,,,,,,,,,,,,,,
